col,row,X,Y
4817,214,698940.9079528495,186660.4607463294
4833,231,698988.9019793851,186609.46709313535
4817,215,698940.9079528495,186657.46111967092
4832,231,698985.9023527267,186609.46709313535
4829,228,698976.9034727511,186618.46597311075
4828,227,698973.9038460928,186621.46559976923
4826,225,698967.9045927757,186627.4648530862
4825,224,698964.9049661173,186630.46447974467
4817,216,698940.9079528495,186654.46149301244
4831,231,698982.9027260682,186609.46709313535
4827,227,698970.9042194342,186621.46559976923
4827,227,698970.9042194342,186621.46559976923
4826,226,698967.9045927757,186624.4652264277
4826,226,698967.9045927757,186624.4652264277
4824,224,698961.9053394588,186630.46447974467
4823,223,698958.9057128003,186633.46410640312
4822,222,698955.9060861418,186636.4637330616
4822,222,698955.9060861418,186636.4637330616
4821,221,698952.9064594834,186639.46335972007
4830,231,698979.9030994097,186609.46709313535
4828,229,698973.9038460928,186615.46634645227
4823,224,698958.9057128003,186630.46447974467
4823,224,698958.9057128003,186630.46447974467
4820,221,698949.9068328249,186639.46335972007
4816,217,698937.908326191,186651.461866354
4816,217,698937.908326191,186651.461866354
4827,229,698970.9042194342,186615.46634645227
4827,229,698970.9042194342,186615.46634645227
4819,221,698946.9072061664,186639.46335972007
4818,220,698943.907579508,186642.46298637855
4817,219,698940.9079528495,186645.46261303703
4817,219,698940.9079528495,186645.46261303703
4816,218,698937.908326191,186648.4622396955
4816,218,698937.908326191,186648.4622396955
4829,232,698976.9034727511,186606.46746647687
4827,230,698970.9042194342,186612.4667197938
4818,221,698943.907579508,186639.46335972007
4829,233,698976.9034727511,186603.4678398184
4829,233,698976.9034727511,186603.4678398184
4827,231,698970.9042194342,186609.46709313535
4818,222,698943.907579508,186636.4637330616
4818,222,698943.907579508,186636.4637330616
4818,222,698943.907579508,186636.4637330616
4828,233,698973.9038460928,186603.4678398184
4826,232,698967.9045927757,186606.46746647687
4827,234,698970.9042194342,186600.4682131599
4827,234,698970.9042194342,186600.4682131599
4825,232,698964.9049661173,186606.46746647687
4825,232,698964.9049661173,186606.46746647687
4826,234,698967.9045927757,186600.4682131599
4825,233,698964.9049661173,186603.4678398184
4825,234,698964.9049661173,186600.4682131599
4825,234,698964.9049661173,186600.4682131599
